,frame_name,lp_cat,lp_all,lp_ratio,lp_cat_canny,lp_all_canny,lp_ratio_canny,blur,cat_x,cat_y,face_size,size_ratio,eyes,ears,nose,img_ctr,num_eye,num_ear,num_nose,eye_x1,eye_y1,eye_x2,eye_y2,eye_w1,eye_w2,eye_w,eye_h1,eye_h2,eye_h,eye_size,eye_ratio,nose_x,nose_y,ear_w1,ear_w2,ear_w,ear_h1,ear_h2,ear_h,video,avg_face,nose_to_ctr,avg_to_ctr,prob
84,IMG_0395.MOV_565.jpg,2.884198953892421,22.614370588983412,0.12753832535571244,16198.699311365908,4701.110552107733,3.445717587752378,0,0.39427083333333335,0.07685185185185185,370881.0,0.17885850694444444,"[(873, 263, 147, 119), (1154, 261, 136, 115)]","[[720, -9, 227, 250], [1242, -5, 251, 277]]","[[1018, 424, 119, 87]]","(960.0, 540.0)",2,2,1,873,263,1154,261,147,136,141.5,119,115,117.0,16555.5,0.04463830716591036,1018,424,227,251,239.0,250,277,263.5,IMG_0395,253424.28703703705,129.6919426949878,354.4449509462846,0.78
54,IMG_0395.MOV_459.jpg,2.4611602585698003,22.68960148210424,0.10847084557703532,13032.13058143108,5789.219261670518,2.251103299492334,0,0.5088541666666667,0.06759259259259259,275625.0,0.13292100694444445,"[(1043, 222, 141, 129), (1324, 236, 143, 112)]","[[880, -9, 236, 248], [1399, -5, 265, 242]]","[[1183, 386, 124, 91]]","(960.0, 540.0)",2,2,1,1043,222,1324,236,141,143,142.0,129,112,120.5,17111.0,0.062080725623582765,1183,386,236,265,250.5,248,242,245.0,IMG_0395,253424.28703703705,271.0073799733136,354.4449509462846,0.765
53,IMG_0395.MOV_456.jpg,4.3806197613481626,57.82829335028054,0.07575218820333578,39024.6222537784,15244.624521874368,2.559893961165284,0,0.515625,0.05925925925925926,266256.0,0.12840277777777778,"[(1043, 214, 145, 116), (1325, 220, 143, 116)]","[[884, -4, 231, 226], [1404, -4, 261, 239]]","[[1185, 366, 123, 102]]","(960.0, 540.0)",2,2,1,1043,214,1325,220,145,143,144.0,116,116,116.0,16704.0,0.06273661438615467,1185,366,231,261,246.0,226,239,232.5,IMG_0395,253424.28703703705,284.43101096751036,354.4449509462846,0.735
73,IMG_0395.MOV_531.jpg,4.2476558989016535,53.94715016879815,0.07873735471866325,38763.134432997416,14398.854235839397,2.6920985377096343,0,0.42291666666666666,0.060185185185185175,336400.0,0.16222993827160495,"[(930, 228, 128, 118), (1182, 239, 141, 113)]","[[822, -1, 191, 199], [1297, -5, 262, 251]]","[[1036, 384, 117, 86]]","(960.0, 540.0)",2,2,1,930,228,1182,239,128,141,134.5,118,113,115.5,15534.75,0.04617939952437574,1036,384,191,262,226.5,199,251,225.0,IMG_0395,253424.28703703705,173.5280957078709,354.4449509462846,0.73
70,IMG_0395.MOV_521.jpg,3.4292906935922733,38.984014697621994,0.08796658630957932,29142.98651748361,11156.980406807275,2.612085479661004,0,0.44479166666666653,0.09814814814814816,306916.0,0.14801118827160495,"[(952, 268, 139, 116), (1218, 278, 142, 110)]","[[822, -6, 230, 250], [1322, -6, 245, 310]]","[[1072, 422, 115, 89]]","(960.0, 540.0)",2,2,1,952,268,1218,278,139,142,140.5,116,110,113.0,15876.5,0.05172913761420063,1072,422,230,245,237.5,250,310,280.0,IMG_0395,253424.28703703705,162.68988905276197,354.4449509462846,0.72
48,IMG_0395.MOV_435.jpg,3.2864494105001225,30.26106014685589,0.1086032476903022,27065.146508023794,7528.707133087809,3.5949261977631672,0,0.4880208333333334,0.08703703703703704,323761.0,0.1561347415123457,"[(1296, 264, 176, 114), (1013, 275, 162, 120)]","[[852, -3, 248, 229], [1380, -7, 276, 206], [1328, 440, 124, 149]]","[[1164, 453, 118, 95]]","(960.0, 540.0)",2,3,1,1296,264,1013,275,176,162,169.0,114,120,117.0,19773.0,0.06107282841355197,1164,453,248,276,216.0,229,206,194.66666666666666,IMG_0395,253424.28703703705,221.77691493931465,354.4449509462846,0.72
55,IMG_0395.MOV_462.jpg,2.5620863336969792,26.02853095352837,0.09843376632631924,13219.109221117842,6366.090472954434,2.0764878031937544,0,0.4802083333333334,0.062037037037037036,368449.0,0.1776856674382716,"[(1029, 249, 145, 125), (1315, 251, 144, 119)]","[[1394, -5, 265, 250], [885, -22, 225, 306]]","[[1170, 415, 124, 96]]","(960.0, 540.0)",2,2,1,1029,249,1315,251,145,144,144.5,125,119,122.0,17629.0,0.04784651335734389,1170,415,265,225,245.0,250,306,278.0,IMG_0395,253424.28703703705,244.38698819699874,354.4449509462846,0.72
94,IMG_0395.MOV_602.jpg,3.8453919989799488,49.240766205799844,0.07809366700161174,35787.039061019364,13900.94381224703,2.5744323223211807,0,0.39895833333333336,0.30462962962962964,235225.0,0.11343798225308642,"[(806, 469, 149, 120), (1078, 486, 118, 95)]","[[703, 127, 296, 233], [1156, 151, 253, 262]]","[[940, 643, 109, 74]]","(960.0, 540.0)",2,2,1,806,469,1078,486,149,118,133.5,120,95,107.5,14351.25,0.061010734403230946,940,643,296,253,274.5,233,262,247.5,IMG_0395,253424.28703703705,104.92378186092989,354.4449509462846,0.71
49,IMG_0395.MOV_438.jpg,2.939417425627365,29.076369963891,0.10109299851658694,21477.594618651245,7227.289169177094,2.9717358909961407,0,0.4744791666666667,0.08425925925925926,356409.0,0.17187934027777774,"[(999, 285, 156, 118), (1278, 273, 168, 93)]","[[811, 0, 286, 233], [1378, -5, 267, 231], [1885, 24, 34, 128]]","[[1151, 449, 118, 90]]","(960.0, 540.0)",2,3,1,999,285,1278,273,156,168,162.0,118,93,105.5,17091.0,0.04795333451175476,1151,449,286,267,195.66666666666666,233,231,197.33333333333334,IMG_0395,253424.28703703705,211.57031927943012,354.4449509462846,0.71
78,IMG_0395.MOV_547.jpg,3.0038454775865016,28.254166456917964,0.10631513345710533,22301.591559004122,7090.095685643117,3.1454570640228567,0,0.4234375,0.1962962962962963,338724.0,0.16335069444444444,"[(919, 372, 140, 124), (1188, 380, 139, 130)]","[[799, 43, 218, 291], [1303, 50, 247, 345]]","[[1039, 550, 118, 88]]","(960.0, 540.0)",2,2,1,919,372,1188,380,140,139,139.5,124,130,127.0,17716.5,0.05230364544584972,1039,550,218,247,232.5,291,345,318.0,IMG_0395,253424.28703703705,79.63039620647382,354.4449509462846,0.71
86,IMG_0395.MOV_571.jpg,3.735850004920189,30.728015696778932,0.12157797762749124,24870.411347484707,6999.939986208012,3.5529463676098514,0,0.38697916666666665,0.10277777777777776,324900.0,0.1566840277777778,"[(852, 280, 124, 108), (1108, 289, 132, 102)]","[[706, -10, 203, 277], [1189, -9, 269, 312]]","[[975, 414, 103, 88]]","(960.0, 540.0)",2,2,1,852,280,1108,289,124,132,128.0,108,102,105.0,13440.0,0.041366574330563254,975,414,203,269,236.0,277,312,294.5,IMG_0395,253424.28703703705,126.8897158953396,354.4449509462846,0.705
52,IMG_0395.MOV_447.jpg,3.6129480822030544,37.8332711184466,0.09549658211926243,25477.38702807757,10197.25334071358,2.4984558269584705,0,0.4953125,0.04166666666666666,308025.0,0.14854600694444445,"[(1027, 194, 146, 126), (1308, 197, 149, 115)]","[[880, -7, 232, 215], [1397, -2, 249, 212]]","[[1174, 359, 118, 88]]","(960.0, 540.0)",2,2,1,1027,194,1308,197,146,149,147.5,126,115,120.5,17773.75,0.05770229689148608,1174,359,232,249,240.5,215,212,213.5,IMG_0395,253424.28703703705,280.28021692584724,354.4449509462846,0.705
85,IMG_0395.MOV_568.jpg,2.7612392975402624,22.57499456109962,0.12231406258224868,15788.048393171151,4622.8710850393045,3.4152041237457347,0,0.39947916666666666,0.0925925925925926,322624.0,0.15558641975308646,"[(867, 271, 140, 114), (1124, 278, 129, 110)]","[[713, -10, 216, 258], [1227, -8, 236, 301]]","[[997, 417, 110, 86]]","(960.0, 540.0)",2,2,1,867,271,1124,278,140,129,134.5,114,110,112.0,15064.0,0.04669212457845665,997,417,216,236,226.0,258,301,279.5,IMG_0395,253424.28703703705,128.4445405612866,354.4449509462846,0.695
77,IMG_0395.MOV_544.jpg,3.2921410904273323,33.049900271475785,0.09961122615757677,20425.471072151067,6885.606860814929,2.9664009992190667,0,0.4208333333333333,0.1935185185185185,330625.0,0.15944492669753085,"[(910, 361, 138, 130), (1181, 373, 141, 125)]","[[794, 40, 211, 292], [1298, 34, 248, 369]]","[[1031, 544, 114, 86]]","(960.0, 540.0)",2,2,1,910,361,1181,373,138,141,139.5,130,125,127.5,17786.25,0.053795841209829866,1031,544,211,248,229.5,292,369,330.5,IMG_0395,253424.28703703705,71.11258679024411,354.4449509462846,0.695
50,IMG_0395.MOV_441.jpg,3.7037977876247,40.45787115286753,0.09154702613071587,26873.4692557498,10775.221999159248,2.494006087099332,0,0.4796875,0.08425925925925926,319225.0,0.15394724151234568,"[(993, 276, 160, 118), (1279, 259, 163, 89)]","[[812, -1, 270, 237], [1371, -9, 272, 246]]","[[1139, 439, 124, 97]]","(960.0, 540.0)",2,2,1,993,276,1279,259,160,163,161.5,118,89,103.5,16715.25,0.05236197039705537,1139,439,270,272,271.0,237,246,241.5,IMG_0395,253424.28703703705,205.52858681944952,354.4449509462846,0.69
71,IMG_0395.MOV_524.jpg,3.273003153550419,34.32398125792464,0.09535616305566988,24340.63855505495,8633.34186907225,2.819376195706081,0,0.43697916666666653,0.07037037037037037,322624.0,0.15558641975308646,"[(950, 246, 128, 120), (1216, 253, 129, 114)]","[[827, -4, 202, 230], [1318, -7, 242, 292]]","[[1060, 400, 114, 94]]","(960.0, 540.0)",2,2,1,950,246,1216,253,128,129,128.5,120,114,117.0,15034.5,0.04660068686768498,1060,400,202,242,222.0,230,292,261.0,IMG_0395,253424.28703703705,172.04650534085255,354.4449509462846,0.685
46,IMG_0395.MOV_429.jpg,2.8944124335146006,29.77499389056691,0.09720950553852463,18822.27305372882,7781.895723601429,2.418725940601264,0,0.5088541666666667,0.06296296296296296,361201.0,0.17419029706790126,"[(1080, 263, 153, 117), (1360, 255, 155, 113)]","[[1402, -5, 283, 168], [884, 0, 259, 204]]","[[1258, 433, 159, 157], [1217, 451, 115, 76]]","(960.0, 540.0)",2,2,2,1080,263,1360,255,153,155,154.0,117,113,115.0,17710.0,0.04903087200755258,1258,433,283,259,271.0,168,204,186.0,IMG_0395,253424.28703703705,316.6275414426231,354.4449509462846,0.675
74,IMG_0395.MOV_535.jpg,3.5377656191908664,34.315034556817245,0.10309666491325244,26237.659343831117,8605.025158125418,3.0491089638541995,0,0.41770833333333335,0.08425925925925926,320356.0,0.15449266975308645,"[(917, 247, 123, 123), (1171, 254, 143, 122)]","[[800, -3, 197, 231], [1292, -3, 252, 296]]","[[1012, 415, 125, 87]]","(960.0, 540.0)",2,2,1,917,247,1171,254,123,143,133.0,123,122,122.5,16292.5,0.05085748354955112,1012,415,197,252,224.5,231,296,263.5,IMG_0395,253424.28703703705,135.38463723776047,354.4449509462846,0.67
105,IMG_0395.MOV_636.jpg,10.687154977894817,47.38112105759962,0.22555724177363395,31513.779359069784,14450.909347567624,2.180747148924174,0,0.50625,0.2212962962962963,438244.0,0.21134452160493827,"[(1093, 419, 159, 122), (1407, 447, 150, 113)]","[[878, 12, 275, 198], [1501, 2, 346, 284]]","[[1254, 695, 123, 67]]","(960.0, 540.0)",2,2,1,1093,419,1407,447,159,150,154.5,122,113,117.5,18153.75,0.041423841512947125,1254,695,275,346,310.5,198,284,241.0,IMG_0395,253424.28703703705,332.3567360532956,354.4449509462846,0.665
68,IMG_0395.MOV_515.jpg,2.6138095113003272,26.582779173089857,0.09832717242545977,13741.777346280807,6939.825690422323,1.9801329254199975,0,0.4640625,0.08981481481481482,290521.0,0.14010464891975308,"[(983, 250, 122, 116), (1239, 264, 144, 116)]","[[849, 4, 207, 221], [1339, -9, 265, 320]]","[[1090, 411, 118, 86]]","(960.0, 540.0)",2,2,1,983,250,1239,264,122,144,133.0,116,116,116.0,15428.0,0.05310459484856516,1090,411,207,265,236.0,221,320,270.5,IMG_0395,253424.28703703705,183.14202139323461,354.4449509462846,0.66
79,IMG_0395.MOV_550.jpg,3.219246029846232,32.335576042376,0.0995574046872518,22576.085183387677,6860.3946190539145,3.2907852152827077,0,0.4390625,0.175,319225.0,0.15394724151234568,"[(932, 354, 150, 128), (1207, 363, 139, 121)]","[[804, 19, 223, 284], [1293, 25, 271, 351]]","[[1063, 528, 121, 91]]","(960.0, 540.0)",2,2,1,932,354,1207,363,150,139,144.5,128,121,124.5,17990.25,0.056356018482261724,1063,528,223,271,247.0,284,351,317.5,IMG_0395,253424.28703703705,103.69667304209909,354.4449509462846,0.66
64,IMG_0395.MOV_492.jpg,2.476359583492273,35.295671296067944,0.07016043306614055,12032.494129554863,10805.608365031374,1.11354157240178,0,0.5453125,0.03333333333333333,284089.0,0.13700279706790122,"[(1118, 184, 136, 133), (1385, 185, 148, 131)]","[[980, -1, 234, 149], [1475, -6, 253, 204]]","[[1247, 333, 140, 197]]","(960.0, 540.0)",2,2,1,1118,184,1385,185,136,148,142.0,133,131,132.0,18744.0,0.06597932338105313,1247,333,234,253,243.5,149,204,176.5,IMG_0395,253424.28703703705,353.86155484878543,354.4449509462846,0.655
72,IMG_0395.MOV_527.jpg,4.717065759987934,54.17399965300006,0.08707250323406222,41607.84383200365,13144.451212495967,3.1654302761950643,0,0.4401041666666667,0.07222222222222223,290521.0,0.14010464891975308,"[(941, 230, 138, 116), (1196, 237, 141, 113)]","[[821, -4, 212, 221], [1313, -8, 251, 277]]","[[1049, 386, 112, 85]]","(960.0, 540.0)",2,2,1,941,230,1196,237,138,141,139.5,116,113,114.5,15972.75,0.05497967444694187,1049,386,212,251,231.5,221,277,249.0,IMG_0395,253424.28703703705,177.867928531256,354.4449509462846,0.65
69,IMG_0395.MOV_518.jpg,3.637958725031144,45.87954894602728,0.07929368985974207,31380.52704618973,12119.43571979103,2.5892729473324696,0,0.453125,0.10185185185185183,302500.0,0.1458815586419753,"[(964, 275, 130, 122), (1233, 288, 135, 110)]","[[838, 3, 217, 252], [1328, 2, 252, 302]]","[[1076, 431, 120, 85]]","(960.0, 540.0)",2,2,1,964,275,1233,288,130,135,132.5,122,110,116.0,15370.0,0.0508099173553719,1076,431,217,252,234.5,252,302,277.0,IMG_0395,253424.28703703705,159.17600321656528,354.4449509462846,0.645
47,IMG_0395.MOV_432.jpg,2.211762877059825,20.041034824953602,0.11036171018005032,8183.910064700544,3842.546005976587,2.129814464673038,0,0.4942708333333333,0.0787037037037037,361201.0,0.17419029706790126,"[(1050, 262, 144, 116), (1317, 259, 167, 108)]","[[1394, -11, 282, 182], [872, 2, 246, 207]]","[[1307, 448, 150, 142], [1185, 445, 123, 90]]","(960.0, 540.0)",2,2,2,1050,262,1317,259,144,167,155.5,116,108,112.0,17416.0,0.04821692077264459,1307,448,282,246,264.0,182,207,194.5,IMG_0395,253424.28703703705,358.98885776580863,354.4449509462846,0.645
36,IMG_0395.MOV_365.jpg,2.3501329493531657,22.615928299295163,0.10391494517721872,12515.835980812351,6185.277342237712,2.0234882428545014,0,0.4479166666666667,0.12222222222222222,375769.0,0.1812157600308642,"[(928, 303, 175, 148), (1225, 336, 175, 126)]","[[788, 3, 323, 85], [1343, -1, 326, 112]]","[[1084, 549, 138, 68]]","(960.0, 540.0)",2,2,1,928,303,1225,336,175,175,175.0,148,126,137.0,23975.0,0.06380249568218772,1084,549,323,326,324.5,85,112,98.5,IMG_0395,253424.28703703705,124.32618388738553,354.4449509462846,0.64
88,IMG_0395.MOV_577.jpg,3.9507766637411272,29.069971404968253,0.13590576367288454,27392.672850682568,6614.826145198489,4.1411024642826195,0,0.4036458333333333,0.11851851851851852,239121.0,0.11531684027777778,"[(844, 293, 122, 87), (1083, 299, 137, 94)]","[[690, -6, 217, 272], [1172, 10, 258, 300]]","[[957, 407, 107, 79]]","(960.0, 540.0)",2,2,1,844,293,1083,299,122,137,129.5,87,94,90.5,11719.75,0.04901179737455096,957,407,217,258,237.5,272,300,286.0,IMG_0395,253424.28703703705,133.0338302838793,354.4449509462846,0.64
45,IMG_0395.MOV_426.jpg,3.2352800988682926,43.02212092351517,0.07520038597399653,26606.888834509733,12946.046000895349,2.0552135248607644,0,0.5203125,0.07592592592592592,361201.0,0.17419029706790126,"[(1361, 266, 177, 117), (1036, 266, 208, 142)]","[[883, 2, 270, 198], [1403, -4, 309, 182]]","[[1226, 465, 128, 92]]","(960.0, 540.0)",2,2,1,1361,266,1036,266,177,208,192.5,117,142,129.5,24928.75,0.06901628179323978,1226,465,270,309,289.5,198,182,190.0,IMG_0395,253424.28703703705,276.37112729082247,354.4449509462846,0.63
107,IMG_0395.MOV_646.jpg,7.057150597153224,39.222982725099094,0.17992386368508628,14849.823809093772,10608.896433502106,1.3997519819497088,0,0.4583333333333333,0.26666666666666666,494209.0,0.2383338155864197,"[(1019, 506, 149, 124), (1317, 551, 163, 107)]","[[813, -6, 314, 246], [1475, 16, 372, 354]]","[[1151, 781, 150, 70]]","(960.0, 540.0)",2,2,1,1019,506,1317,551,149,163,156.0,124,107,115.5,18018.0,0.03645825956224998,1151,781,314,372,343.0,246,354,300.0,IMG_0395,253424.28703703705,307.5093494513622,354.4449509462846,0.63
93,IMG_0395.MOV_599.jpg,5.760295437557413,53.6662974037088,0.1073354361346219,43262.43669982879,12715.341381691458,3.4023810608908565,0,0.39114583333333336,0.2824074074074074,251001.0,0.12104600694444445,"[(805, 465, 143, 107), (1060, 491, 126, 73)]","[[694, 127, 298, 233], [1148, 148, 258, 274]]","[[935, 626, 104, 72]]","(960.0, 540.0)",2,2,1,805,465,1060,491,143,126,134.5,107,73,90.0,12105.0,0.048226899494424325,935,626,298,258,278.0,233,274,253.5,IMG_0395,253424.28703703705,89.56003573022959,354.4449509462846,0.625
56,IMG_0395.MOV_465.jpg,2.0292688892727355,26.345334797771464,0.07702573927602507,6316.952781597025,6728.62615109662,0.9388176188934942,0,0.4854166666666666,0.11944444444444445,355216.0,0.17130401234567902,"[(1027, 287, 147, 129), (1312, 290, 144, 122)]","[[888, -18, 221, 304], [1396, -9, 261, 303]]","[[1165, 464, 118, 94]]","(960.0, 540.0)",2,2,1,1027,287,1312,290,147,144,145.5,129,122,125.5,18260.25,0.05140604589883339,1165,464,221,261,241.0,304,303,303.5,IMG_0395,253424.28703703705,218.6343980255623,354.4449509462846,0.62
66,IMG_0395.MOV_508.jpg,2.1766443828483943,23.82633039537508,0.09135457901947427,4996.370094420015,5155.652122864686,0.9691053576446178,0,0.5145833333333333,0.02962962962962963,254016.0,0.1225,"[(1053, 157, 129, 117), (1321, 168, 138, 112)]","[[913, 0, 215, 145], [1417, -5, 252, 212]]","[[1175, 308, 119, 80]]","(960.0, 540.0)",2,2,1,1053,157,1321,168,129,138,133.5,117,112,114.5,15285.75,0.06017632747543462,1175,308,215,252,233.5,145,212,178.5,IMG_0395,253424.28703703705,316.3052323310508,354.4449509462846,0.62
43,IMG_0395.MOV_420.jpg,2.7826777353955854,43.94310715797445,0.06332455566676072,20242.491404966408,12825.284394145645,1.5783269035504974,0,0.4942708333333333,0.11944444444444445,389376.0,0.18777777777777774,"[(1316, 335, 223, 128), (981, 336, 233, 189)]","[[856, -1, 278, 239], [1408, -13, 297, 219]]","[[1190, 549, 155, 94]]","(960.0, 540.0)",2,2,1,1316,335,981,336,223,233,228.0,128,189,158.5,36138.0,0.09281003451676528,1190,549,278,297,287.5,239,219,229.0,IMG_0395,253424.28703703705,230.17601960239037,354.4449509462846,0.61
