,frame_name,lp_cat,lp_all,lp_ratio,lp_cat_canny,lp_all_canny,lp_ratio_canny,blur,cat_x,cat_y,face_size,size_ratio,eyes,ears,nose,img_ctr,num_eye,num_ear,num_nose,eye_x1,eye_y1,eye_x2,eye_y2,eye_w1,eye_w2,eye_w,eye_h1,eye_h2,eye_h,eye_size,eye_ratio,nose_x,nose_y,ear_w1,ear_w2,ear_w,ear_h1,ear_h2,ear_h,video,avg_face,nose_to_ctr,avg_to_ctr,prob
18,IMG_0395.MOV_90.jpg,1.6315162544503727,26.232414825412448,0.06219466508549772,22500.857576946157,7800.773520585627,2.8844392825362988,0,0.5130208333333334,0.4101851851851852,129600.0,0.0625,"[(1040, 553, 99, 70), (1211, 575, 75, 66)]","[[928, 236, 170, 195], [1283, 259, 198, 191]]","[[1130, 679, 78, 57]]","(960.0, 540.0)",2,2,1,1040,553,1211,575,99,75,87.0,70,66,68.0,5916.0,0.045648148148148146,1130,679,170,198,184.0,195,191,193.0,IMG_0395,253424.28703703705,219.59280498231266,354.4449509462846,0.34
6,IMG_0395.MOV_20.jpg,1.6532663348641894,21.51382078269305,0.07684670945079973,14512.157107089004,3895.635959065277,3.7252344057762175,0,0.5536458333333333,0.1925925925925926,103684.0,0.05000192901234568,"[(1112, 290, 87, 66)]","[[1070, 22, 156, 177], [1388, 27, 185, 200]]","[[1170, 403, 73, 56]]","(960.0, 540.0)",1,2,1,1112,290,0,0,87,0,87.0,66,0,66.0,5742.0,0.055379807877782496,1170,403,156,185,170.5,177,200,188.5,IMG_0395,253424.28703703705,250.7369139157615,354.4449509462846,0.315
82,IMG_0395.MOV_559.jpg,2.2704967901884983,15.03278291712121,0.15103635851766162,7160.444291936236,2469.200190942027,2.899904316467937,0,0.4432291666666667,0.04722222222222222,351649.0,0.16958381558641974,"[(936, 228, 154, 120), (1219, 222, 145, 123)]","[[767, -4, 251, 209], [1297, -7, 256, 226]]","[[1092, 397, 115, 87]]","(960.0, 540.0)",2,2,1,936,228,1219,222,154,145,149.5,120,123,121.5,18164.25,0.05165449069953277,1092,397,251,256,253.5,209,226,217.5,IMG_0395,253424.28703703705,194.60986614249546,354.4449509462846,0.295
23,IMG_0395.MOV_157.jpg,1.3575602200099322,17.13922025697369,0.07920781690506379,1181.820075672267,2496.231228162504,0.4734417478392874,0,0.5333333333333333,0.2805555555555556,88804.0,0.04282600308641976,"[(1046, 379, 100, 65)]","[[883, -4, 218, 210], [1273, 0, 169, 205]]","[[1135, 506, 78, 49]]","(960.0, 540.0)",1,2,1,1046,379,0,0,100,0,100.0,65,0,65.0,6500.0,0.0731949011305797,1135,506,218,169,193.5,210,205,207.5,IMG_0395,253424.28703703705,178.27226368675525,354.4449509462846,0.29
27,IMG_0395.MOV_170.jpg,1.3307776176494872,86.21853868860292,0.01543493589535171,328.06892980052794,25393.397641641695,0.012919457822475076,1,0.4739583333333333,0.2064814814814815,119716.0,0.057733410493827166,"[(972, 347, 96, 71)]","[[734, -3, 235, 144], [1156, 5, 161, 82]]",[],"(960.0, 540.0)",1,2,0,972,347,0,0,96,0,96.0,71,0,71.0,6816.0,0.056934745564502655,0,0,235,161,198.0,144,82,113.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.29
103,IMG_0395.MOV_630.jpg,1.7585486642531414,16.895572554658912,0.1040834016464406,1988.3680686406333,2406.859481677094,0.8261255315391919,0,0.4927083333333334,0.3037037037037037,357604.0,0.17245563271604938,"[(1013, 488, 171, 116), (1317, 513, 153, 114)]","[[786, -3, 332, 290], [1414, 51, 347, 294]]","[[1187, 748, 125, 65]]","(960.0, 540.0)",2,2,1,1013,488,1317,513,171,153,162.0,116,114,115.0,18630.0,0.052096732698739386,1187,748,332,347,339.5,290,294,292.0,IMG_0395,253424.28703703705,307.88471868541967,354.4449509462846,0.285
40,IMG_0395.MOV_411.jpg,1.8655962802032033,15.679989822068062,0.1189794318346787,2485.601887059161,2232.537542434927,1.1133527834646078,0,0.4802083333333334,0.3388888888888889,336400.0,0.16222993827160495,"[(1012, 568, 143, 145), (1274, 567, 136, 137)]","[[1337, 4, 326, 310], [807, 60, 264, 322]]","[[1169, 799, 131, 73]]","(960.0, 540.0)",2,2,1,1012,568,1274,567,143,136,139.5,145,137,141.0,19669.5,0.058470570749108206,1169,799,326,264,295.0,310,322,316.0,IMG_0395,253424.28703703705,332.8092546790128,354.4449509462846,0.28
17,IMG_0395.MOV_87.jpg,1.489114442980754,26.763352666034077,0.05564005607080087,7502.551016404961,8431.80039410793,0.8897922941401317,0,0.5098958333333333,0.425,127449.0,0.061462673611111115,"[(1037, 564, 89, 67), (1200, 582, 85, 72)]","[[910, 262, 192, 185], [1284, 292, 190, 174]]","[[1125, 694, 83, 54]]","(960.0, 540.0)",2,2,1,1037,564,1200,582,89,85,87.0,67,72,69.5,6046.5,0.04744250641433044,1125,694,192,190,191.0,185,174,179.5,IMG_0395,253424.28703703705,225.7011298155151,354.4449509462846,0.265
37,IMG_0395.MOV_368.jpg,1.5762317722639414,7.546178621234835,0.20887814235253432,0.0,10.285590277777779,0.0,0,0.4473958333333333,0.12314814814814815,351649.0,0.16958381558641974,"[(889, 330, 220, 153)]","[[788, -10, 268, 140], [1346, 0, 320, 135]]",[],"(960.0, 540.0)",1,2,0,889,330,0,0,220,0,220.0,153,0,153.0,33660.0,0.09572044851542305,0,0,268,320,294.0,140,135,137.5,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.265
21,IMG_0395.MOV_147.jpg,1.6243621010475289,18.74004085177593,0.08667868516911975,18121.169637436014,2623.6094809512115,6.906961485314512,0,0.575,0.2824074074074074,106276.0,0.05125192901234568,"[(1122, 391, 111, 76), (1306, 403, 87, 80)]","[[967, -4, 203, 224], [1348, 3, 193, 217]]","[[1226, 527, 82, 54]]","(960.0, 540.0)",2,2,1,1122,391,1306,403,111,87,99.0,76,80,78.0,7722.0,0.07265986676201588,1226,527,203,193,198.0,224,217,220.5,IMG_0395,253424.28703703705,266.3174797117155,354.4449509462846,0.26
20,IMG_0395.MOV_140.jpg,0.6229806076698322,38.94642607552271,0.01599583505972495,0.0,9230.69006006882,0.0,1,0.6614583333333334,0.3842592592592592,253424.28703703705,0.0016222993827160494,"[(1087, 411, 86, 72)]","[[976, 1, 209, 230], [1361, 58, 203, 233]]",[],"(960.0, 540.0)",1,2,0,1087,411,0,0,86,0,86.0,72,0,72.0,6192.0,1.840665873959572,0,0,209,203,206.0,230,233,231.5,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.26
38,IMG_0395.MOV_395.jpg,1.7803257827344778,17.058975145292354,0.10436299763446116,1134.5584799913395,2010.7701822311747,0.5642407521342993,0,0.4484375,0.4462962962962963,257049.0,0.12396267361111113,"[(1166, 629, 167, 129), (944, 655, 134, 124)]","[[1236, 7, 343, 339], [749, 152, 247, 238]]","[[1083, 861, 140, 75]]","(960.0, 540.0)",2,2,1,1166,629,944,655,167,134,150.5,129,124,126.5,19038.25,0.07406467249434932,1083,861,343,247,295.0,339,238,288.5,IMG_0395,253424.28703703705,343.7586362551492,354.4449509462846,0.255
83,IMG_0395.MOV_562.jpg,2.0190170105845016,14.638413505469535,0.13792594462713534,5387.4684711633645,3245.0723556065896,1.6601997985823966,0,0.4125,0.05185185185185185,366025.0,0.17651668595679013,"[(903, 245, 148, 124), (1182, 241, 139, 116)]","[[734, -5, 248, 209], [1250, 3, 280, 229]]",[],"(960.0, 540.0)",2,2,0,903,245,1182,241,148,139,143.5,124,116,120.0,17220.0,0.04704596680554607,0,0,248,280,264.0,209,229,219.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.255
5,IMG_0395.MOV_17.jpg,1.5369785748873368,30.974328016894003,0.049621046630908,8605.997306878875,8474.542424385421,1.0155117380869076,0,0.5489583333333333,0.17777777777777778,121104.0,0.058402777777777776,"[(1118, 288, 88, 69), (1274, 315, 82, 59)]","[[1039, 16, 165, 188], [1371, 14, 195, 203]]","[[1177, 409, 77, 59]]","(960.0, 540.0)",2,2,1,1118,288,1274,315,88,82,85.0,69,59,64.0,5440.0,0.04492006870128154,1177,409,165,195,180.0,188,203,195.5,IMG_0395,253424.28703703705,253.4758371127315,354.4449509462846,0.255
22,IMG_0395.MOV_150.jpg,1.410413170024125,15.226744161055851,0.0926273637427638,1661.5673365007126,2551.767142584943,0.6511437931666221,0,0.5583333333333333,0.26944444444444443,113569.0,0.05476900077160494,"[(1104, 390, 101, 70)]","[[937, -4, 216, 221], [1335, 3, 199, 220]]","[[1199, 521, 75, 56]]","(960.0, 540.0)",1,2,1,1104,390,0,0,101,0,101.0,70,0,70.0,7070.0,0.062252903521207374,1199,521,216,199,207.5,221,220,220.5,IMG_0395,253424.28703703705,239.75404063331237,354.4449509462846,0.25
16,IMG_0395.MOV_84.jpg,1.3632920234946464,17.575523031300918,0.07756765025238269,974.1240352434944,4083.034393298781,0.2385784545048802,0,0.5046875,0.44166666666666665,131769.0,0.06354600694444444,"[(1030, 592, 92, 75), (1197, 611, 62, 73)]","[[913, 293, 182, 176], [1269, 346, 157, 155]]","[[1114, 719, 85, 61]]","(960.0, 540.0)",2,2,1,1030,592,1197,611,92,62,77.0,75,73,74.0,5698.0,0.04324234076300192,1114,719,182,157,169.5,176,155,165.5,IMG_0395,253424.28703703705,236.12920192132103,354.4449509462846,0.235
35,IMG_0395.MOV_240.jpg,1.6315205052222237,13.077617625000382,0.12475670661170415,3057.9288793955934,1674.6069878472224,1.8260576371574144,0,0.5828125,0.25462962962962965,227529.0,0.1097265625,"[(1160, 424, 146, 120)]","[[1024, 1, 219, 223], [1521, 11, 290, 206]]",[],"(960.0, 540.0)",1,2,0,1160,424,0,0,146,0,146.0,120,0,120.0,17520.0,0.07700117347678757,0,0,219,290,254.5,223,206,214.5,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.225
59,IMG_0395.MOV_474.jpg,1.9014399961116129,13.860484663597296,0.1371842357796831,4843.368003756106,2013.780588735361,2.4051120717166627,0,0.5041666666666667,0.4648148148148148,266256.0,0.12840277777777778,[],"[[895, 151, 230, 268], [1419, 214, 275, 295]]","[[1166, 896, 151, 86]]","(960.0, 540.0)",0,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1166,896,230,275,252.5,268,295,281.5,IMG_0395,253424.28703703705,411.3052394511891,354.4449509462846,0.22
25,IMG_0395.MOV_163.jpg,1.4529935099992624,15.809891091696874,0.09190408090555116,1939.716147241752,2035.449326031997,0.9529670537281948,0,0.534375,0.17962962962962964,118336.0,0.0570679012345679,"[(1042, 324, 119, 69)]","[[797, -2, 245, 157]]","[[1153, 444, 113, 53]]","(960.0, 540.0)",1,1,1,1042,324,0,0,119,0,119.0,69,0,69.0,8211.0,0.06938716873985938,1153,444,245,0,245.0,157,0,157.0,IMG_0395,253424.28703703705,215.55741694499866,354.4449509462846,0.215
62,IMG_0395.MOV_486.jpg,1.5419091054937624,18.20460420736295,0.08469885353893764,542.8778376146486,4611.550670187312,0.11772132118687052,0,0.5114583333333333,0.24259259259259255,386884.0,0.18657600308641972,[],"[[1010, 2, 216, 280], [1499, 7, 283, 390]]","[[1230, 671, 100, 92]]","(960.0, 540.0)",0,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1230,671,216,283,249.5,280,390,335.0,IMG_0395,253424.28703703705,300.1016494456503,354.4449509462846,0.21
76,IMG_0395.MOV_541.jpg,2.0623003005800356,13.469542908467956,0.15310841018098106,4975.432741020794,1354.530703094803,3.673178267316519,0,0.4197916666666667,0.15092592592592596,330625.0,0.15944492669753085,"[(910, 318, 131, 132), (1178, 334, 142, 117)]","[[804, 15, 173, 272], [1299, 12, 245, 363]]","[[1024, 498, 120, 90]]","(960.0, 540.0)",2,2,1,910,318,1178,334,131,142,136.5,132,117,124.5,16994.25,0.05140037807183365,1024,498,173,245,209.0,272,363,317.5,IMG_0395,253424.28703703705,76.55063683601855,354.4449509462846,0.205
33,IMG_0395.MOV_229.jpg,1.66638657338368,7.279544414546327,0.22891358009353285,258.0357142857143,182.75737847222226,1.4119031277576233,0,0.5541666666666667,0.3740740740740741,254016.0,0.1225,[],"[[918, 23, 213, 300]]",[],"(960.0, 540.0)",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,213,0,213.0,300,0,300.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.19
29,IMG_0395.MOV_189.jpg,1.2323423607474389,118.0314700319943,0.01044079481864788,578.0763932823684,35929.60510074937,0.016089138515755955,1,0.4947916666666667,0.2453703703703704,101124.0,0.048767361111111115,[],"[[764, -10, 180, 170], [1178, -2, 140, 146]]",[],"(960.0, 540.0)",0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,180,140,160.0,170,146,158.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.18
7,IMG_0395.MOV_57.jpg,1.3624835390863526,17.123284685624885,0.07956905255626373,1398.8402777777776,3799.678927573319,0.36814696832059773,0,0.4640625,0.2675925925925926,129600.0,0.0625,"[(988, 390, 60, 74), (1108, 412, 95, 70)]","[[924, 110, 170, 149], [1258, 93, 211, 219]]","[[1020, 514, 73, 62]]","(960.0, 540.0)",2,2,1,988,390,1108,412,60,95,77.5,74,70,72.0,5580.0,0.043055555555555555,1020,514,170,211,190.5,149,219,184.0,IMG_0395,253424.28703703705,65.39113089708727,354.4449509462846,0.18
9,IMG_0395.MOV_63.jpg,1.147069150833817,5.997136319569804,0.19126948091720225,0.0,92.88389756944444,0.0,0,0.43020833333333336,0.20833333333333331,146689.0,0.07074122299382718,[],"[[801, 25, 214, 231], [1209, 56, 171, 162]]",[],"(960.0, 540.0)",0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,214,171,192.5,231,162,196.5,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.18
19,IMG_0395.MOV_93.jpg,1.5170617646790363,15.950368340131927,0.09511139381414993,10758.399356327123,1842.8767331470547,5.8378290651893785,0,0.5239583333333333,0.4222222222222222,121801.0,0.05873890817901235,"[(1048, 557, 104, 75), (1228, 583, 77, 65)]","[[930, 205, 190, 213], [1312, 267, 192, 185]]","[[1151, 689, 73, 50]]","(960.0, 540.0)",2,2,1,1048,557,1228,583,104,77,90.5,75,65,70.0,6335.0,0.052011067232617135,1151,689,190,192,191.0,213,185,199.0,IMG_0395,253424.28703703705,242.24367896810023,354.4449509462846,0.175
30,IMG_0395.MOV_199.jpg,1.2621694083663206,11.203676915669112,0.11265671242278415,472.9052523924319,666.8700086805555,0.7091415811727758,0,0.5182291666666666,0.3157407407407408,123201.0,0.0594140625,"[(1057, 465, 85, 77)]","[[835, 14, 183, 250]]",[],"(960.0, 540.0)",1,1,0,1057,465,0,0,85,0,85.0,77,0,77.0,6545.0,0.05312456879408446,0,0,183,0,183.0,250,0,250.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.17
58,IMG_0395.MOV_471.jpg,1.6000613861800406,13.435054600560493,0.11909600919026317,578.4939031609812,1664.0077950181171,0.3476509574612197,0,0.475,0.2962962962962963,352836.0,0.17015625,[],"[[896, 62, 217, 310], [1389, 54, 275, 372]]","[[1153, 710, 103, 85]]","(960.0, 540.0)",0,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1153,710,217,275,246.0,310,372,341.0,IMG_0395,253424.28703703705,257.19447894540815,354.4449509462846,0.17
32,IMG_0395.MOV_225.jpg,1.43638559166827,7.3869555051682685,0.19444892969279504,340.81427457509864,101.66427951388887,3.3523502670231213,0,0.5625,0.4953703703703704,170569.0,0.08225742669753086,[],"[[885, 137, 207, 333]]",[],"(960.0, 540.0)",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,207,0,207.0,333,0,333.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.165
12,IMG_0395.MOV_72.jpg,1.18727890260962,5.769922674046706,0.20577033171519574,0.0,52.243272569444436,0.0,0,0.42604166666666665,0.17962962962962964,177241.0,0.08547501929012345,[],"[[767, 9, 181, 181], [1152, 18, 188, 173]]",[],"(960.0, 540.0)",0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,181,188,184.5,181,173,177.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.15
80,IMG_0395.MOV_553.jpg,1.6892533445220157,8.544273644847715,0.1977059039466336,689.2351092962981,152.05739979554306,4.532729812709189,0,0.45,0.14074074074074075,327184.0,0.1577854938271605,"[(926, 314, 178, 126), (1233, 319, 130, 116)]","[[798, 0, 219, 287], [1329, -3, 229, 349]]","[[1098, 478, 107, 92]]","(960.0, 540.0)",2,2,1,926,314,1233,319,178,130,154.0,126,116,121.0,18634.0,0.05695266272189349,1098,478,219,229,224.0,287,349,318.0,IMG_0395,253424.28703703705,151.28780519261954,354.4449509462846,0.15
11,IMG_0395.MOV_69.jpg,1.33423046874322,10.050433039543849,0.13275353046914834,858.33,369.68543835293264,2.3217847146594037,0,0.4125,0.0925925925925926,160000.0,0.07716049382716049,"[(870, 216, 94, 87), (1042, 220, 91, 92)]","[[768, -5, 178, 78], [1134, -2, 202, 75]]","[[963, 365, 80, 66]]","(960.0, 540.0)",2,2,1,870,216,1042,220,94,91,92.5,87,92,89.5,8278.75,0.0517421875,963,365,178,202,190.0,78,75,76.5,IMG_0395,253424.28703703705,175.025712396779,354.4449509462846,0.145
34,IMG_0395.MOV_233.jpg,0.3269809751154465,9.097248822759083,0.03594284178502631,0.0,635.7623697916666,0.0,0,0.7375,0.6990740740740741,253424.28703703705,0.0019753086419753087,[],"[[1045, -9, 222, 244], [1518, 37, 285, 236]]",[],"(960.0, 540.0)",0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,222,285,253.5,244,236,240.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.135
31,IMG_0395.MOV_213.jpg,1.2815429220232897,8.065207847675229,0.15889769318129734,233.09525841667892,175.85850694444446,1.3254704732044391,0,0.6276041666666666,0.5574074074074075,128881.0,0.0621532600308642,[],"[[977, 295, 206, 259]]",[],"(960.0, 540.0)",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,206,0,206.0,259,0,259.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.135
81,IMG_0395.MOV_556.jpg,1.6375846960903182,7.853214544217253,0.20852412561377945,905.5485521987533,208.72222198025727,4.3385344579381115,0,0.44479166666666653,0.07314814814814814,369664.0,0.1782716049382716,"[(958, 254, 138, 121), (1244, 264, 126, 107)]","[[790, -6, 226, 239], [1325, 1, 239, 287]]","[[1111, 416, 106, 99]]","(960.0, 540.0)",2,2,1,958,254,1244,264,138,126,132.0,121,107,114.0,15048.0,0.04070723684210526,1111,416,226,239,232.5,239,287,263.0,IMG_0395,253424.28703703705,195.38935487891862,354.4449509462846,0.135
13,IMG_0395.MOV_75.jpg,1.1748029087391942,7.281272655865456,0.16134582019708155,0.0,74.4450954861111,0.0,0,0.4546875,0.3416666666666667,128164.0,0.061807484567901236,[],"[[804, 186, 176, 171], [1218, 182, 146, 166]]",[],"(960.0, 540.0)",0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,176,146,161.0,171,166,168.5,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.125
26,IMG_0395.MOV_167.jpg,1.2943128553327627,36.4082299435896,0.035550007713589835,243.9681877969366,10391.801535339306,0.023476986831135704,0,0.484375,0.19166666666666668,139129.0,0.06709538966049383,[],"[[751, -4, 239, 144]]",[],"(960.0, 540.0)",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,239,0,239.0,144,0,144.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.11
10,IMG_0395.MOV_66.jpg,1.308298728026916,6.4146552864265525,0.2039546428621478,366.0802251935257,113.76866319444444,3.217759749605656,0,0.40729166666666666,0.09351851851851853,164836.0,0.07949266975308641,"[(870, 220, 87, 84), (1025, 234, 112, 85)]","[[792, -2, 154, 78]]","[[943, 365, 86, 65]]","(960.0, 540.0)",2,1,1,870,220,1025,234,87,112,99.5,84,85,84.5,8407.75,0.051006758232424954,943,365,154,0,154.0,78,0,78.0,IMG_0395,253424.28703703705,175.82377541163197,354.4449509462846,0.11
28,IMG_0395.MOV_185.jpg,1.3578720216914322,168.49787205994286,0.008058689436792242,859.6332446745345,43335.669014108535,0.019836621061386374,1,0.4583333333333333,0.1925925925925926,121104.0,0.058402777777777776,[],"[[716, 1, 210, 128]]",[],"(960.0, 540.0)",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,210,0,210.0,128,0,128.0,IMG_0395,253424.28703703705,1101.4535850411492,354.4449509462846,0.1
14,IMG_0395.MOV_78.jpg,1.3943374691110288,10.642435038330335,0.13101677051249194,1856.1321659594387,819.2096354166665,2.265759685572268,0,0.4739583333333333,0.4361111111111111,130321.0,0.06284770447530864,"[(972, 581, 86, 76), (1146, 589, 86, 73)]","[[838, 295, 178, 166], [1212, 291, 182, 172]]","[[1060, 724, 77, 54]]","(960.0, 540.0)",2,2,1,972,581,1146,589,86,86,86.0,76,73,74.5,6407.0,0.04916322004895604,1060,724,178,182,180.0,166,172,169.0,IMG_0395,253424.28703703705,209.41824180333478,354.4449509462846,0.1
